name	aeroway	@lat	@lon
Ferrero	helipad	44.7019616	8.0202526
	helipad	43.3824546	-5.1848006
	helipad	45.9328190	6.1186448
	helipad	51.2414922	-0.6061622
	helipad	47.3527480	6.3392566
	helipad	43.6196134	6.9289107
	helipad	47.0414117	-0.8973574
	helipad	45.6090674	8.5897065
	helipad	45.0493314	7.7737764
	helipad	44.9083630	2.4275559
Elisuperficie Arnasso	helipad	44.6040115	8.9483062
	helipad	49.2386355	6.9486469
Helipuerto de Huesca	helipad	42.0834576	-0.3239770
	helipad	48.4225941	-4.4796100
	helipad	48.4033020	-4.5294237
	helipad	46.9761088	7.4539328
	helipad	49.5008940	5.9821501
Elisuperficie Mascioni USSL 2	helipad	45.8950933	8.6658797
Garches Heliport	helipad	48.8393201	2.1703660
	helipad	45.5538294	3.7414313
	helipad	51.4654065	7.3275349
Helicopter to Lundy	helipad	51.0186803	-4.5182081
	helipad	45.5712771	7.9483970
Ospedale di Varese	helipad	45.8082976	8.8405278
	helipad	45.6331926	-1.0608907
Goodwood Racecourse Heliport	heliport	50.9001569	-0.7372163
	helipad	46.3675615	8.5634884
	helipad	49.9789303	7.5177106
	helipad	48.9175804	2.0229706
	helipad	44.9995020	-1.2021857
	helipad	50.4312550	7.8330369
Centre Hospitalier Heliport	helipad	46.8326569	0.5566453
	helipad	47.6803246	1.2116079
	helipad	50.8343958	5.7124885
Rettende Hand	heliport	50.7758273	6.0442727
	helipad	50.7967441	7.1182638
	helipad	51.1861649	6.6786009
	helipad	47.7513791	8.9591703
	helipad	49.2426144	8.6433692
Hubschrauberlandeplatz Helios Klinik	helipad	51.1122175	7.3844682
Henri-Mondor Heliport	helipad	48.7987605	2.4535152
	helipad	51.1238285	4.5786264
Helipad Clinique universitaire de Mont-Godinne	helipad	50.3586936	4.8845030
	helipad	43.4478512	5.3007690
Helipad Militair Hospitaal	helipad	50.9052739	4.3893456
	helipad	51.0667886	1.0683048
Sint-Augustinus heliport	helipad	51.0623073	2.6692272
Zingem heliport	helipad	50.9254511	3.6159602
UZ Gent heliport	helipad	51.0205621	3.7303201
Houthalen Heliport	helipad	51.0141705	5.3593138
Halen heliport	helipad	50.9302762	5.0805903
	helipad	47.2525143	5.9802982
	helipad	51.3977778	0.5617387
	helipad	51.3860658	8.5819934
	helipad	50.0844608	-5.2425088
	helipad	49.8543313	6.0944537
	helipad	51.3481116	0.5038159
	helipad	51.3482098	0.5032273
	helipad	51.3482893	0.5064206
	helipad	43.9666018	4.7925142
	helipad	48.8612197	2.7844613
	helipad	43.6120963	6.9508514
	helipad	51.1941249	2.8542073
Lanklaar heliport	helipad	51.0174434	5.6998154
CHU de Reims  Heliport	helipad	49.2257770	4.0185087
	helipad	50.0956305	8.6625377
	helipad	51.3273382	7.8689227
	helipad	49.4210937	8.6698465
	helipad	49.4214087	8.6697508
	helipad	49.4210773	8.6694443
	helipad	51.4691119	7.2104980
	helipad	51.3200000	6.5645087
	helipad	45.6531835	-1.1238162
	helipad	51.0975786	2.6420150
	helipad	50.7137055	1.5726975
William Harvey Hospital Helipad	helipad	51.1429437	0.9160944
	helipad	50.7848633	5.2312275
	helipad	48.6548906	4.9650076
	helipad	50.9729950	3.8409651
	helipad	50.7894878	5.1859708
	helipad	50.7896242	5.1865251
	helipad	50.7896989	5.1862678
	helipad	50.7894668	5.1862149
	helipad	50.7897199	5.1860237
	helipad	50.7897393	5.1857755
	helipad	50.7895072	5.1857226
	helipad	50.7904736	5.1865745
	helipad	49.4416726	7.7569022
	helipad	46.4456380	6.2185138
Rega-Basis Erstfeld	helipad	46.8342002	8.6386208
Lingo	helipad	45.0308658	7.6647918
	helipad	49.4386219	7.7429356
Ospedale di Rivoli Elisoccorso	helipad	45.0603378	7.5225330
	helipad	47.1899319	8.2055696
	helipad	48.9074124	8.6514468
Area	helipad	43.3470231	-3.1142038
Centre Hospitalier du Centre	helipad	49.6192757	6.1025354
	helipad	50.8549858	6.3292292
Iveco	helipad	45.1168126	7.7312920
	helipad	49.6459155	6.4294208
	helipad	49.6264305	6.4187746
The London Heliport	heliport	51.4697001	-0.1790735
	helipad	49.6402735	6.4043539
	helipad	48.8787098	2.1264354
Helipad de l'Hopital de la Citadelle	helipad	50.6534000	5.5776399
4	helipad	46.5463849	6.6184133
	helipad	43.2238883	-2.8193827
	helipad	44.8211151	-0.5276991
	helipad	49.1920434	7.6174264
	helipad	48.9088132	2.3102019
	helipad	47.6372060	6.1374644
	helipad	50.5014180	4.2559629
RTH	helipad	49.3318908	8.5669682
CHU - Sart Tilman Héliport	helipad	50.5713239	5.5653980
	helipad	46.1389891	6.1253348
CHUV 1	helipad	46.5245793	6.6409582
CHUV 2	helipad	46.5247686	6.6410277
D.Z. CHU Rangueil	helipad	43.5612636	1.4486334
Dachlandeplatz USZ	helipad	47.3769295	8.5511083
	helipad	49.7543201	6.6309404
CHU Poitiers Heliport	helipad	46.5606260	0.3827050
Coquelles Eurotunnel Heliport	helipad	50.9180342	1.7949957
Héliport C.H Remiremont	helipad	48.0099446	6.5860847
	helipad	49.2763230	6.8667098
	helipad	46.4780566	7.1402703
	helipad	49.5196862	6.3455040
	helipad	49.5344138	6.3437626
	helipad	51.3229341	-2.9718091
	helipad	47.9263417	8.1877336
Héliport du centre hospitalier intercommunal du Val d'Ariège	helipad	43.0253244	1.6176140
	helipad	48.2727676	4.0680451
Helipad de Figeac	helipad	44.6267894	1.9382704
	helipad	51.3521310	4.6312407
	helipad	44.2468557	8.2764850
	helipad	51.1341507	7.2206835
Héliport du Neuenberg	helipad	48.8725180	7.4865082
	helipad	43.9113427	-1.3741195
	helipad	49.2212083	6.9960183
	helipad	43.7862716	7.6491359
	helipad	43.8001530	7.6678484
	helipad	44.8398250	8.5781486
	helipad	43.6586110	1.4018248
	helipad	48.9993379	8.2931147
	helipad	48.7861183	5.1678251
	helipad	45.6255832	8.8439395
	helipad	44.1476520	4.0954985
Hélistation	helipad	46.2207549	4.9883285
	helipad	50.4469215	7.8453872
	helipad	49.0537003	8.3398253
	helipad	49.0401696	8.3110551
	helipad	51.3820006	7.4842349
Héliport de l'Hôpital Clavary	heliport	43.6120915	6.9509158
Centre Hospitalier Heliport	helipad	50.4184681	1.5643118
	helipad	50.6457834	3.0690384
	helipad	49.0310806	1.1141869
	helipad	50.4862771	8.2531995
Ancienne Caserne de pompiers de Montfort L'Amaury	helipad	48.7732978	1.7926948
	helipad	50.4255771	8.3899526
	helipad	50.2643319	8.6663035
	helipad	45.0366140	7.5630569
	helipad	45.8171134	6.9512657
	helipad	49.7432908	0.3855964
	helipad	48.8701578	-1.8227228
Gurutzetako Unibertsitate Ospitala	helipad	43.2816014	-2.9850642
	helipad	46.5879361	0.3122021
	helipad	51.0737728	6.8096808
	helipad	47.8166629	7.6211524
MedicoPlus Health Care Helipad	helipad	47.1309502	8.7403703
	helipad	51.3266208	6.5325670
Noordzee Helikopters Vlaanderen	heliport	51.1939970	2.8535971
	helipad	50.9457344	4.8174878
	helipad	50.9066721	4.8647828
	helipad	50.5103349	3.9781380
Shape Heliport	helipad	50.5031065	3.9824964
	helipad	48.2816430	-4.4463809
	helipad	45.6325542	8.7407429
	helipad	42.3616208	-3.6837919
	helipad	44.4246232	8.8335983
	helipad	47.8548231	-4.0512301
	helipad	48.7055092	8.7807050
	helipad	51.4425372	3.5829772
	helipad	50.9149582	4.4956797
	helipad	50.9148021	4.4952635
	helipad	50.9147040	4.4950065
	helipad	50.9146093	4.4947453
Ospedale Villa Scassi	helipad	44.4167485	8.8970204
	helipad	44.2862898	7.8089535
NYON	helipad	46.3836225	6.2271916
	helipad	46.1611469	1.8687204
Amirauté Heliport	helipad	48.3794292	-4.4926350
	helipad	51.0745988	6.3134036
	helipad	50.0857944	8.9501483
	helipad	44.9885725	4.5803410
Heliport du Centre Hospitalier de Rambouillet	heliport	48.6519098	1.8269563
	helipad	49.3603497	6.1441660
	helipad	51.1333737	1.3418168
	helipad	50.6964964	7.0451013
Île d'Yeu Port Joinville Heliport	helipad	46.7284336	-2.3513126
	helipad	49.1536251	5.3823324
DRK Kinderklinik Siegen	helipad	50.8847611	8.0206143
	helipad	50.7113771	-3.5115698
	helipad	48.8838119	2.8409381
	helipad	43.6588969	4.6352608
Mike Echo	helipad	43.6511673	7.2144844
Hélistation Mike	helipad	43.6509867	7.2121881
Mike Sierra	helipad	43.6491730	7.2108989
	helipad	42.3869083	1.8662706
	helipad	49.5102053	6.3486389
	helipad	50.7204945	-3.4759350
Royal Devon & Exeter Hospital	helipad	50.7181190	-3.5054308
Hôpital Kirchberg	helipad	49.6326069	6.1771005
	helipad	45.0420307	5.0218706
Hélistation	helipad	49.0158945	2.5609670
	helipad	43.0602645	-2.5058872
BASF Agrarzentrum	helipad	49.4124970	8.3983610
	helipad	45.3789968	-1.1590605
	helipad	43.2685788	6.6310976
	helipad	47.8198608	-0.3585397
	helipad	45.1662252	5.7213216
Ospedale Gaslini	helipad	44.3933596	8.9886504
	helipad	50.8721860	6.4954295
Burgh Island Helipad	helipad	50.2801518	-3.8993610
	helipad	43.1131843	0.7091002
	helipad	49.5428511	8.3324814
CH Avignon Heliport	helipad	43.9202674	4.7989682
	helipad	48.2870438	8.8633921
Centre Hospitalier F. Quesnay Heliport	helipad	48.9990236	1.6748893
	helipad	51.0977324	2.6433854
	helipad	51.0977695	2.6367018
	helipad	51.0964950	2.6457598
	helipad	51.0991406	2.6451623
	helipad	51.0989847	2.6435061
	helipad	51.0975695	2.6402999
	helipad	51.0955607	2.6470784
	helipad	51.0966529	2.6386294
	helipad	51.0944549	2.6469280
	helipad	43.6165954	1.3852784
	helipad	47.6455285	-2.7552158
	helipad	44.0181303	3.1743326
SMUR Heliport	helipad	47.0842061	2.4353777
Héliport de l'hôpital de Saint-Jean-de-Maurienne	helipad	45.2777388	6.3417908
	helipad	49.0326760	3.9540960
	helipad	50.3344311	7.7249859
Elisuperficie A10	helipad	43.9341656	8.0960525
	helipad	49.5997172	6.3810359
Elisoccorso Borgosesia	helipad	45.7124186	8.2633003
	helipad	51.4413567	8.3556801
	helipad	46.9710070	7.2737049
	helipad	51.4687366	7.2071642
	helipad	50.3370916	3.1013246
	helipad	43.8758344	5.3819991
	helipad	47.9919340	2.6760858
	helipad	47.6639269	-2.7446685
	helipad	46.9085668	6.3274262
	helipad	48.6380102	-2.0089564
Elipòrt de Vielha	helipad	42.6971382	0.8015734
	helipad	46.4296045	0.8676869
	helipad	45.0872740	7.6064125
	helipad	45.6279794	6.3295473
	helipad	44.0707697	6.1675315
	helipad	44.0706498	6.1682271
DZ CH Digne	helipad	44.0711057	6.1718581
	helipad	50.4922553	2.9464488
	helipad	51.3450840	-0.5500077
	helipad	42.9434650	-3.5671301
	helipad	49.6573251	6.9471396
	helipad	45.3420141	5.9766094
	helipad	49.3509011	0.0939700
	helipad	44.4688319	8.8971863
	helipad	48.5394480	2.6714137
	helipad	50.2969936	2.7600461
Héliport CROSS Jobourg	helipad	49.6847593	-1.9097455
	helipad	49.4894224	8.4813302
	helipad	42.5329849	1.6972786
	helipad	44.8692882	8.8102149
	helipad	48.1233345	-1.6977755
	helipad	50.3647219	-4.1374921
	helipad	43.5992964	-1.4726692
Elisuperficie	helipad	45.4506106	7.8601436
	helipad	45.9866126	8.7481493
	helipad	44.6978344	6.3314749
	helipad	45.7243997	4.9421440
	helipad	45.5328931	6.1530601
	helipad	48.5605891	7.8420317
	helipad	47.2801821	-1.8795385
Heliport de Tírvia	helipad	42.5186561	1.2419135
	helipad	44.5644389	3.2931996
	helipad	45.7405652	4.8922567
	helipad	45.7478737	4.9026185
Héliport	helipad	46.4641086	-1.1743544
	helipad	43.5651063	2.2601229
	helipad	50.6173187	7.1280062
	helipad	49.4480354	7.7010561
	helipad	43.8239083	4.3229672
	helipad	50.4688024	-4.7007132
	helipad	43.3120534	-1.9467261
Tielen/Kasterlee Heliport	heliport	51.2836945	4.9120646
	helipad	50.1933076	6.8372137
	helipad	42.9896606	-1.1024098
	helipad	44.2272608	6.9278930
	helipad	44.3023064	7.5032808
	helipad	47.8695240	-3.5565931
	helipad	49.7364013	7.8166416
Helihaven Meerbeek	helipad	50.8737527	4.5969372
	helipad	45.6342516	8.0884392
	helipad	49.6970148	4.9519519
	helipad	49.5063071	8.4106320
	helipad	44.0957226	6.9347473
	helipad	48.3954654	4.6692507
Elisuperficie Franco Garda	helipad	45.8145534	6.9558632
Centre Hospitalier Heliport	helipad	47.2454180	-0.0594937
CSP ALES	helipad	44.1356968	4.1035432
	helipad	44.0617116	7.1293476
	helipad	51.3366890	3.2073709
	helipad	49.2052839	8.1038642
	helipad	45.4623673	6.4436943
	helipad	50.8428212	3.5969849
	helipad	48.8268914	-1.5695052
	helipad	50.3703422	-4.2136960
	helipad	50.3704018	-4.2130723
	helipad	50.3704814	-4.2124435
	helipad	50.2067918	6.6164176
Héliport CHS - Robert PAX	helipad	49.1003983	7.0849108
	helipad	47.1805995	0.0218695
	helipad	47.9078329	7.6999632
	helipad	47.9075343	7.6988030
	helipad	45.5704515	-1.0646935
	helipad	50.5699587	8.6872566
	helipad	48.8401132	2.5888690
	helipad	45.7541911	7.6399580
Héliport Charcot	helipad	47.8281181	-3.3182622
	helipad	46.6986646	4.8370388
	helipad	44.4104014	2.4822865
Kremlin-Bicêtre Heliport	helipad	48.8095026	2.3562116
Sint Pieters Leeuw Heliport	heliport	50.7632184	4.2190082
	helipad	46.9728412	-0.1822130
HMS Flying Fox Helipad	helipad	51.4334679	-2.6168680
	helipad	49.4749084	7.1386829
	helipad	48.9998152	2.2723023
	helipad	48.8333417	2.2736715
	helipad	45.9392870	6.8960865
	helipad	45.9392570	6.8958802
	helipad	45.9391744	6.8962467
Cornouailles Héliport	helipad	47.9851409	-4.0958382
	helipad	49.2949893	-0.0938057
	helipad	43.6976847	5.1026969
Agusta	helipad	45.6343136	8.7070870
	helipad	49.4544365	7.1795941
	helipad	48.8645193	2.7851005
	helipad	46.4606495	6.8540434
	helipad	49.2957894	8.6423745
Arcusklinik	helipad	48.8977477	8.6655365
Héliport du centre hospitalier	helipad	46.4650177	4.1096687
Héliport du CHU de Caen	helipad	49.2034041	-0.3577815
	helipad	48.3440838	7.8870945
	helipad	47.7744495	-0.2048020
	helipad	44.0938569	-1.3240597
Héliport	helipad	44.1479731	4.8218527
Elisuperficie A6 Millesimo Altare	helipad	44.3668784	8.2676844
	helipad	50.3623017	-3.6577458
	helipad	43.3058525	-1.8805802
	helipad	44.3200521	8.4935883
	helipad	47.9999402	-4.1791410
Nord Heliport	helipad	43.3805684	5.3649056
	helipad	43.6520000	1.5111971
	helipad	49.4652692	6.3635378
	helipad	49.0867348	8.2020095
	helipad	45.7477624	-0.6548884
	helipad	50.9735284	6.8526714
Polizeistützpunkt Betzholz	helipad	47.2899901	8.8192230
	helipad	49.6352584	7.3209332
	helipad	49.6357691	7.3208529
	helipad	49.6358850	7.3008412
	helipad	49.2203953	6.9999329
	helipad	49.2201345	7.0004257
	helipad	45.9679388	-0.9638556
	helipad	49.3586717	6.7381532
	helipad	47.2782215	8.3307843
	helipad	49.0423880	7.9324689
Elisuperficie Sciarborasca	helipad	44.3987489	8.6158058
	helipad	48.8948277	1.2473823
	helipad	42.7285155	-0.0088692
Héliport Saint-Crescent	heliport	43.1730484	2.9936801
	helipad	48.9600275	8.1966313
	helipad	50.4661945	8.1965724
	helipad	44.9087771	8.8696410
	helipad	44.9128786	8.8809105
	helipad	44.5861275	7.0773533
	helipad	46.8025839	4.8283901
Männedorf Spital	helipad	47.2510350	8.6956069
Centre Hospitalier William Morey	helipad	46.7773648	4.8417701
	helipad	43.1524426	-1.8507246
	helipad	47.0298611	8.6891264
Helipad Triemlispital	helipad	47.3659926	8.4991873
FATO 25 / 07	helipad	46.2218591	7.3452121
	helipad	47.0018165	4.8592129
	helipad	45.4202756	2.0701694
	helipad	45.4205247	2.0710444
Centre Hospitalier Heliport	helipad	48.4201128	1.5046689
	helipad	48.6528748	1.8154013
Helipuerto de Navascués	helipad	42.7089615	-1.1234572
	helipad	44.8514473	-0.8041347
Montigny-Le-Tilleul heliport	helipad	50.3585525	4.3684875
	helipad	46.2916463	7.5209110
Hôpital de Sion Héliport	helipad	46.2344672	7.3871427
	helipad	42.0140014	-1.6256620
Miesau AHP	helipad	49.3932211	7.4320598
CH Sainte-Catherine	helipad	48.7456866	7.3508709
	helipad	48.8393882	2.3759460
	helipad	49.6968296	6.3305437
	helipad	45.6187642	8.7419149
	helipad	47.2673356	-2.2565030
	helipad	44.6539780	8.1889627
	helipad	46.3526148	2.5751128
Centre Hospitalier Heliport	helipad	48.7165792	4.6022396
	helipad	49.2748879	7.4047131
	helipad	48.1126206	7.1000651
	helipad	48.4542173	1.5030562
	helipad	48.4536651	1.5024195
	helipad	43.8139300	5.7833403
	helipad	45.6430712	8.8540026
	helipad	44.0863456	7.1049993
	helipad	44.6995424	7.1542869
	helipad	48.0355505	-4.8540158
	helipad	43.8801064	5.3190021
	helipad	51.1411572	7.2939076
	helipad	48.9488326	2.6704074
	helipad	49.1321609	8.6045156
Baraggiolo	helipad	45.7878655	8.2697837
	helipad	49.2470745	2.4576316
Elisuperficie Imperia Est	helipad	43.9020324	8.0392016
Elisuperficie	helipad	43.8582629	7.9554780
Place Moulin CVA	helipad	45.8992654	7.4905856
	helipad	46.9064066	4.7636502
Warcoing heliport	helipad	50.7222407	3.3261303
	helipad	46.6476870	7.8782007
	helipad	45.6432923	8.7115465
	helipad	45.9142262	6.8629355
	helipad	43.9911128	3.6186350
	helipad	46.0994541	7.2170308
RTH-Landeplatz Uniklinikum Köln	helipad	50.9232171	6.9166047
	helipad	44.1685812	7.5714791
	helipad	50.1326962	8.6731558
	helipad	48.0721909	4.9529904
Centre Hospitalier Hôtel-Dieu Héliport	helipad	46.8049972	4.4490250
	helipad	46.8188304	6.4947005
	helipad	50.8739137	7.8951693
	helipad	43.9729486	7.3077861
	helipad	43.9946072	7.1435110
	helipad	45.7998860	6.8835570
	helipad	46.2685020	6.9597511
	helipad	50.9129129	4.4942383
	helipad	49.3897524	-1.0484978
Centre De Secours Principal Heliport	helipad	48.1919795	3.3061290
	helipad	50.1837175	4.3888817
	helipad	48.6519022	1.8270153
Parc de Bombers Voluntaris de Puigcerdà	helipad	42.4205702	1.9211721
	helipad	48.0832482	-4.3152203
	helipad	50.8255099	4.0969615
	helipad	46.2341855	7.3882086
	helipad	46.2340501	7.3880482
Heliport Raron (Air Zermatt)	heliport	46.3016175	7.8328724
	helipad	49.9998469	6.8930989
	helipad	44.2901392	7.8774209
	helipad	42.4263804	8.8999407
	helipad	49.7616378	6.6404360
Centre Hospitalier J. Bouveri Heliport	helipad	46.6498131	4.3338620
H3	helipad	50.8338826	-0.2929164
H1	helipad	50.8339267	-0.2916949
H2	helipad	50.8339289	-0.2924946
	helipad	44.7312345	7.3212022
	helipad	47.5734650	7.5594847
	helipad	50.9275083	4.0802959
	helipad	48.8403518	2.3435391
	helipad	48.9508728	8.8619089
	helipad	43.9295441	4.9855519
	helipad	48.7882695	2.1187930
	helipad	48.9044537	8.5028868
	helipad	45.9981636	8.1690938
	helipad	50.9196638	4.7689478
Eliclo	helipad	44.9960468	7.4059117
	helipad	49.9157220	7.0623191
	helipad	46.7962880	4.4530004
	helipad	46.7825775	4.4555916
Helipad AZ Sint-Elisabeth Zottegem	helipad	50.8629265	3.8187619
	helipad	48.7288461	7.0522172
Eliossola	heliport	46.1222118	8.2987390
	helipad	45.9019420	6.8608282
	helipad	45.9078300	8.3867249
	helipad	46.3341050	6.1611100
	helipad	49.0837662	6.2415193
	helipad	50.8324925	6.9672683
	helipad	49.2572729	5.9327802
	helipad	48.6268973	2.5748108
	helipad	45.5579668	5.9774924
	helipad	46.0776446	6.7203344
	helipad	49.2808587	4.5217754
	helipad	42.4961379	2.7065909
Centre Hospitalier Heliport	helipad	47.4957053	4.3445815
	helipad	48.1637308	8.9756598
	helipad	48.1653178	8.6109506
	helipad	47.0477414	7.6200588
	helipad	50.2123962	8.6191596
	helipad	44.9244278	8.9990749
Heliport del Port del Comte	helipad	42.1683408	1.5643168
	helipad	45.4345259	-1.1521389
Heliport de l'Areoport Andorra-Pirineus	helipad	42.3373893	1.4023737
	helipad	45.4690737	8.6061135
	helipad	49.3540473	6.7315645
	helipad	43.7189692	7.3175716
	helipad	47.7234963	-4.0030409
	helipad	50.0236937	7.1679022
	helipad	47.3960978	8.6376184
	helipad	49.0592888	-1.4353448
	helipad	48.7414476	2.7807517
	helipad	49.9798037	7.9333735
Elipista Croce Verde	helipad	44.6525435	7.4692660
	helipad	44.7682053	8.6546165
	helipad	43.5456821	6.9588411
	helipad	45.2059144	7.6456321
	helipad	44.9281150	8.4583721
	helipad	50.9659303	6.1223237
	helipad	50.7253374	1.6421603
	helipad	49.7165656	7.3197614
Helipuerto de Guardo	helipad	42.7930222	-4.8494446
	helipad	49.6453780	7.1574754
	helipad	47.5249977	-0.6229236
Héliport des Banchets	helipad	45.0009642	6.1250791
	helipad	50.5920717	6.6500266
	helipad	51.3082447	3.8623202
	helipad	45.1370091	7.0514848
	helipad	42.1983527	-1.4748850
	helipad	50.3678752	7.5454348
	helipad	50.8688025	1.5828338
	helipad	48.4036477	-4.5300876
	helipad	45.5652207	-1.0803107
	helipad	50.8731447	7.1213843
	helipad	45.6975396	8.1824135
	helipad	50.8396067	6.3295700
Hubschrauberlandeplatz	helipad	50.0983173	8.3495876
piazzola Elicottero	helipad	44.9219009	7.2251576
Hélipad du CHU de Lille	helipad	50.6042293	3.0350610
	helipad	44.7134189	8.0387052
	helipad	48.5405766	1.2398103
	helipad	44.3908630	7.5461415
	helipad	44.3886379	7.5224667
	helipad	47.0703126	2.4273342
Sanatorium de Bligny	helipad	48.6270464	2.1487299
	helipad	46.3166081	7.9816209
	helipad	48.4133911	-4.7874762
	helipad	44.4723061	7.3946403
	helipad	46.3089487	8.6014191
	helipad	49.7404168	8.1279989
	helipad	49.2993682	-1.2585286
	helipad	42.8044470	-1.6662050
	helipad	49.1406005	4.3447942
Elisoccorso 118 Piemonte	helipad	44.5484698	7.6198651
	helipad	49.3974719	1.4709174
	helipad	46.1021840	8.7614167
	helipad	49.8469348	7.8618219
	helipad	46.9553533	6.1271667
Elisuperficie	helipad	43.7895326	7.6668074
	helipad	49.6487452	8.3211250
Hubschrauberlandeplatz Uniklinikum Mainz	helipad	49.9940620	8.2546335
	helipad	45.3250100	8.8814266
Heliport Jan Yperman Ziekenhuis	helipad	50.8634886	2.8966821
	helipad	47.8588711	5.3291589
	helipad	43.5261407	4.1507007
	helipad	45.7601956	8.9553445
	helipad	43.9029943	-1.3771369
	helipad	45.1339146	7.0758268
Héliport CHAM Rang du Fliers	helipad	50.4145047	1.6629463
	helipad	50.9100138	3.1480223
Elisuperficie Claudio Garibaldi	helipad	43.8842107	8.0285586
Dachlandeplatz Inselspital	helipad	46.9483008	7.4244798
Helipad La Massana	helipad	42.5462795	1.5191629
	helipad	46.8415462	6.9179002
	helipad	43.5917881	3.8491152
	helipad	43.5595399	-1.4991060
Héliport de l'Ecole des Roches	helipad	48.7449003	0.8923276
Pitié-Salpêtrière Heliport	helipad	48.8371607	2.3613411
	helipad	44.5570418	6.0733796
Percy-Clamart Heliport	helipad	48.8142840	2.2539241
Flins Heliport	helipad	48.9790158	1.8478303
	helipad	46.8901417	-2.0881861
Heliport hôpital	helipad	43.1187343	6.1119373
Clinique du Medoc Héliport	helipad	45.3027211	-0.9380310
	helipad	49.9724080	1.2118075
	helipad	48.2012888	-3.8226892
	helipad	49.4912160	8.4246104
	helipad	43.4945142	6.5843512
	helipad	42.5467596	1.8266096
	helipad	48.6048324	2.5781707
	helipad	43.1160991	0.4109387
	helipad	46.1475655	6.0789344
	helipad	49.3066743	1.0420623
	helipad	49.9613359	8.6433379
	helipad	42.8902625	-2.1636923
DZ de Manganu	helipad	42.2200704	8.9798105
	helipad	48.6899440	-3.9870660
	helipad	45.6503625	8.0132155
	helipad	50.3335517	6.9434160
	helipad	47.2048705	6.0756504
	helipad	47.2049718	6.0758542
	helipad	47.2051702	6.0784311
Dachlandeplatz Uniklinik Gießen	helipad	50.5758355	8.6670995
	helipad	44.7646880	1.9127379
	helipad	48.6252909	8.0640226
	helipad	50.3878285	5.8605250
Cardiff Heliport	heliport	51.4674382	-3.1378412
Hubschrauberlandeplatz am Krankenhaus	helipad	50.7473800	8.2859068
	helipad	48.0778272	-0.7824338
	helipad	46.7651525	6.6169140
	helipad	46.1664098	6.7093915
	helipad	50.0657625	7.0407758
	helipad	44.0116651	7.3116878
Kantonspital Uri	helipad	46.8818526	8.6372382
	helipad	51.3803474	7.6906984
	helipad	49.9144923	7.0128462
Base Nancy	helipad	48.6853557	6.1925088
H1	helipad	44.4139753	8.8432416
H2	helipad	44.4139213	8.8435479
	helipad	44.4166936	8.8491774
Eliporto REGA	helipad	46.1494410	8.7150133
	helipad	45.9351355	8.2380094
	helipad	49.9768718	6.9301021
	helipad	48.7495380	2.1040067
	helipad	45.8470801	7.0340698
SAG Hyères	helipad	43.0897017	6.1489126
	helipad	51.3414429	8.2882601
	helipad	50.2169692	8.2553744
Landeplatz HSK	helipad	50.0635849	8.1895041
	helipad	47.2769475	8.9436671
	helipad	46.7616523	6.6473613
	helipad	50.1353929	8.6477978
	helipad	50.3479775	7.5929692
	helipad	50.1454341	8.7101214
	helipad	47.3898929	-2.9615541
	helipad	45.8099785	6.9787457
Elisuperficie	helipad	44.1966428	8.2463980
Héliport du centre hospitalier	helipad	45.6342040	0.1178286
Landstuhl Army Heliport	heliport	49.4030338	7.5360144
	helipad	45.9537850	1.7502260
H4	helipad	46.0044664	8.9091519
H3	helipad	46.0042797	8.9090599
H2	helipad	46.0040911	8.9089383
	helipad	45.7163721	2.2484788
	helipad	43.9136753	7.2511219
	helipad	45.5532095	8.2042145
	helipad	44.6222708	7.0255197
	helipad	46.2622649	8.8463457
	helipad	43.9307468	3.7092400
	helipad	46.7788155	6.7362548
	helipad	45.4573936	6.1127364
	helipad	42.5015747	3.0572637
	helipad	46.2225827	7.3393211
	helipad	46.2226310	7.3395636
	helipad	46.2226807	7.3398121
	helipad	46.2227255	7.3400506
Monte Ceneri	helipad	46.1376898	8.9152246
	helipad	51.1918216	0.8835396
	helipad	50.6825738	7.6294039
	helipad	50.7683847	7.4524498
	helipad	50.5648659	7.3177451
	helipad	46.9113308	4.7563711
Elisuperficie	helipad	44.3758117	8.1987000
	helipad	48.9546110	2.5210986
	helipad	42.8172151	-0.2877439
	helipad	44.7661567	5.3528130
	helipad	43.2350699	0.1971056
Campdevànol	helipad	42.2336957	2.1662272
Heliport eventual de la Boca sud túnel de Vielha	helipad	42.6218996	0.7663066
Heliport de Vallter 2000	helipad	42.4229536	2.2643624
	helipad	44.6658953	7.0643107
	helipad	48.5074199	2.7896279
	helipad	48.7881659	3.3028619
	helipad	45.7451888	7.5820818
Dorchester Hospital	helipad	50.7120424	-2.4470298
	helipad	45.1616284	0.2786571
Lodrino Heliport	helipad	46.2940732	8.9939840
	helipad	45.7389011	7.3676145
Héliport du centre hospitalier	helipad	44.6138389	4.3972068
	helipad	48.6928423	8.9857552
Ospedale Santa Corona	helipad	44.1439050	8.2725829
Zandvoorde heliport	helipad	50.8172761	2.9745669
	helipad	49.0973422	1.4086332
	helipad	45.7048538	7.2197796
	helipad	49.5638340	8.1585570
Landstuhl Regional Medical Center Heliport	helipad	49.4024813	7.5585914
	helipad	47.1819801	7.4132638
	helipad	47.1821705	7.4131411
	helipad	50.8756245	6.9166953
	helipad	44.8383434	-0.6964501
	helipad	44.0830402	6.2183830
	helipad	50.9392680	4.7305937
Kaiserslautern Army Depot AHP	helipad	49.4478910	7.8395889
